presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vote_choice,age,gender,education,race_group,location
6,1997,1,5,2,4,11,NA,NA,other,25,male,college graduate,black,other
1,1989,1,2,6,3,1,NA,NA,democrat,33,male,high school or less,other,rural
6,1995,1,1,1,5,12,3,2,other,27,male,high school or less,white,other
2,1969,1,2,2,2,10,1,2,republican,53,male,high school or less,black,suburban
2,1953,1,2,1,2,1,1,2,republican,69,male,high school or less,white,suburban
6,1969,2,1,1,3,2,NA,NA,other,53,female,high school or less,white,rural
6,1998,2,1,1,1,11,NA,NA,other,24,female,high school or less,white,urban
2,1953,2,1,1,4,1,3,2,republican,69,female,high school or less,white,other
2,1959,1,2,5,4,12,8,2,republican,63,male,high school or less,other,other
2,1937,1,2,1,3,11,3,2,republican,85,male,high school or less,white,rural
6,1980,1,2,7,2,12,3,2,other,42,male,high school or less,other,suburban
2,1958,2,4,1,4,1,NA,NA,republican,64,female,some college,white,other
2,1941,1,1,3,5,2,1,2,republican,81,male,high school or less,hispanic,other
6,1966,2,3,3,1,1,NA,NA,other,56,female,some college,hispanic,urban
1,1995,2,1,6,3,11,NA,NA,democrat,27,female,high school or less,other,rural
1,1994,1,5,1,2,11,3,2,democrat,28,male,college graduate,white,suburban
1,1996,1,6,1,1,1,3,2,democrat,26,male,postgraduate,white,urban
1,1941,2,3,2,1,1,3,2,democrat,81,female,some college,black,urban
1,1966,2,3,2,1,1,3,2,democrat,56,female,some college,black,urban
1,1950,2,4,2,1,1,3,1,democrat,72,female,some college,black,urban
1,1989,2,4,1,1,2,NA,NA,democrat,33,female,some college,white,urban
6,1970,2,2,3,1,11,NA,NA,other,52,female,high school or less,hispanic,urban
5,1976,1,3,3,2,9,NA,NA,did not vote,46,male,some college,hispanic,suburban
1,1986,2,3,2,4,2,3,2,democrat,36,female,some college,black,other
6,2000,2,2,3,3,2,NA,NA,other,22,female,high school or less,hispanic,rural
1,1983,2,5,7,1,2,3,1,democrat,39,female,college graduate,other,urban
6,1973,2,2,3,1,2,8,1,other,49,female,high school or less,hispanic,urban
6,1984,2,2,3,3,10,NA,NA,other,38,female,high school or less,hispanic,rural
1,1970,2,2,2,1,1,3,2,democrat,52,female,high school or less,black,urban
2,1947,2,3,7,1,11,NA,NA,republican,75,female,some college,other,urban
1,1961,2,1,1,4,11,NA,NA,democrat,61,female,high school or less,white,other
2,1993,1,6,1,2,1,1,1,republican,29,male,postgraduate,white,suburban
1,1961,2,3,2,1,12,3,2,democrat,61,female,some college,black,urban
1,1979,2,4,2,4,11,3,1,democrat,43,female,some college,black,other
6,1993,1,5,2,2,1,NA,NA,other,29,male,college graduate,black,suburban
6,1985,2,5,3,2,10,3,1,other,37,female,college graduate,hispanic,suburban
5,2002,2,2,3,2,11,NA,NA,did not vote,20,female,high school or less,hispanic,suburban
1,1998,1,5,1,1,2,NA,NA,democrat,24,male,college graduate,white,urban
6,1997,2,6,1,1,11,3,2,other,25,female,postgraduate,white,urban
1,2000,1,3,4,2,5,NA,NA,democrat,22,male,some college,asian,suburban
6,1974,1,3,1,4,1,1,2,other,48,male,some college,white,other
4,1993,2,3,2,1,1,1,2,did not vote,29,female,some college,black,urban
2,1994,1,2,1,2,11,NA,NA,republican,28,male,high school or less,white,suburban
1,2001,1,3,4,1,2,NA,NA,democrat,21,male,some college,asian,urban
2,1965,1,2,1,3,10,1,2,republican,57,male,high school or less,white,rural
6,1998,2,2,2,1,11,8,2,other,24,female,high school or less,black,urban
6,1991,1,3,1,3,11,NA,NA,other,31,male,some college,white,rural
1,1999,2,5,1,3,10,NA,NA,democrat,23,female,college graduate,white,rural
1,1988,1,4,1,1,10,NA,NA,democrat,34,male,some college,white,urban
6,1993,2,3,2,1,11,NA,NA,other,29,female,some college,black,urban
6,1992,1,2,1,3,11,NA,NA,other,30,male,high school or less,white,rural
6,1995,2,1,1,4,11,1,2,other,27,female,high school or less,white,other
2,1985,2,4,3,1,12,1,1,republican,37,female,some college,hispanic,urban
1,2002,2,3,1,2,2,3,2,democrat,20,female,some college,white,suburban
2,1957,2,2,1,5,12,1,2,republican,65,female,high school or less,white,other
2,1966,1,3,1,1,2,1,1,republican,56,male,some college,white,urban
1,2001,1,3,2,1,1,NA,NA,democrat,21,male,some college,black,urban
1,1992,2,2,2,2,11,NA,NA,democrat,30,female,high school or less,black,suburban
1,1968,1,3,3,1,2,3,1,democrat,54,male,some college,hispanic,urban
1,1960,1,1,1,2,1,3,2,democrat,62,male,high school or less,white,suburban
2,1993,1,3,1,3,1,NA,NA,republican,29,male,some college,white,rural
2,1996,2,1,2,1,11,NA,NA,republican,26,female,high school or less,black,urban
1,1961,1,3,1,4,2,3,2,democrat,61,male,some college,white,other
2,1981,2,2,1,4,2,3,2,republican,41,female,high school or less,white,other
6,1983,2,2,1,1,11,3,2,other,39,female,high school or less,white,urban
2,1995,2,4,1,2,1,3,2,republican,27,female,some college,white,suburban
2,1994,2,6,1,2,1,1,1,republican,28,female,postgraduate,white,suburban
NA,2003,1,3,1,2,12,3,2,did not vote,19,male,some college,white,suburban
6,2003,2,2,1,1,9,8,2,other,19,female,high school or less,white,urban
NA,2003,1,2,1,3,11,NA,NA,did not vote,19,male,high school or less,white,rural
6,1999,2,2,1,3,1,3,2,other,23,female,high school or less,white,rural
6,1997,1,3,2,3,11,8,1,other,25,male,some college,black,rural
NA,2003,2,3,4,2,1,2,2,did not vote,19,female,some college,asian,suburban
1,1998,1,6,1,2,2,3,1,democrat,24,male,postgraduate,white,suburban
2,1993,2,5,1,4,3,NA,NA,republican,29,female,college graduate,white,other
6,2000,2,2,1,2,11,NA,NA,other,22,female,high school or less,white,suburban
3,1983,1,1,1,2,10,NA,NA,did not vote,39,male,high school or less,white,suburban
3,1996,2,5,1,3,11,1,1,did not vote,26,female,college graduate,white,rural
2,1965,1,4,1,2,2,3,2,republican,57,male,some college,white,suburban
NA,2004,2,1,1,1,11,NA,NA,did not vote,18,female,high school or less,white,urban
1,1999,1,5,1,2,9,NA,NA,democrat,23,male,college graduate,white,suburban
2,1974,2,2,1,2,1,3,2,republican,48,female,high school or less,white,suburban
2,1971,2,1,1,4,11,NA,NA,republican,51,female,high school or less,white,other
1,2000,1,5,7,2,2,3,2,democrat,22,male,college graduate,other,suburban
NA,2003,2,3,1,2,1,2,1,did not vote,19,female,some college,white,suburban
2,1984,2,3,2,1,11,NA,NA,republican,38,female,some college,black,urban
6,1983,2,2,1,4,11,3,2,other,39,female,high school or less,white,other
6,1973,1,3,4,1,11,3,1,other,49,male,some college,asian,urban
2,1987,1,4,1,2,2,3,2,republican,35,male,some college,white,suburban
2,1964,1,4,1,4,11,1,2,republican,58,male,some college,white,other
1,1974,2,2,1,4,11,1,2,democrat,48,female,high school or less,white,other
1,2001,2,3,1,2,10,NA,NA,democrat,21,female,some college,white,suburban
NA,2003,2,3,4,4,11,2,2,did not vote,19,female,some college,asian,other
6,1986,1,2,1,1,2,NA,NA,other,36,male,high school or less,white,urban
1,1990,2,2,3,1,2,NA,NA,democrat,32,female,high school or less,hispanic,urban
1,2001,1,3,6,1,11,NA,NA,democrat,21,male,some college,other,urban
2,1997,1,5,1,1,10,NA,NA,republican,25,male,college graduate,white,urban
6,1983,1,2,1,1,11,NA,NA,other,39,male,high school or less,white,urban
2,1969,1,4,1,4,1,3,2,republican,53,male,some college,white,other
1,1995,1,2,1,4,12,1,2,democrat,27,male,high school or less,white,other
2,1990,1,4,1,4,1,NA,NA,republican,32,male,some college,white,other
1,1993,2,3,1,2,10,1,2,democrat,29,female,some college,white,suburban
1,1988,2,3,2,1,1,3,2,democrat,34,female,some college,black,urban
1,1993,2,2,1,3,2,3,2,democrat,29,female,high school or less,white,rural
1,1975,2,4,2,4,1,3,2,democrat,47,female,some college,black,other
6,1995,1,2,1,4,11,NA,NA,other,27,male,high school or less,white,other
2,1999,1,2,2,2,7,NA,NA,republican,23,male,high school or less,black,suburban
1,1956,2,2,1,2,9,3,2,democrat,66,female,high school or less,white,suburban
2,1970,1,4,1,4,2,1,2,republican,52,male,some college,white,other
NA,2003,2,3,2,2,1,2,2,did not vote,19,female,some college,black,suburban
6,1981,1,2,4,1,7,NA,NA,other,41,male,high school or less,asian,urban
1,1983,2,3,3,2,11,3,1,democrat,39,female,some college,hispanic,suburban
3,1995,2,3,1,1,11,3,2,did not vote,27,female,some college,white,urban
6,1995,2,3,4,4,2,3,1,other,27,female,some college,asian,other
2,1966,1,3,1,4,1,1,2,republican,56,male,some college,white,other
1,1974,1,2,1,2,2,2,2,democrat,48,male,high school or less,white,suburban
1,1999,2,2,1,3,10,3,2,democrat,23,female,high school or less,white,rural
2,1981,2,2,1,2,2,2,2,republican,41,female,high school or less,white,suburban
1,1982,1,3,2,1,1,NA,NA,democrat,40,male,some college,black,urban
6,2001,2,3,3,1,NA,3,1,other,21,female,some college,hispanic,urban
6,1995,2,5,1,3,12,3,2,other,27,female,college graduate,white,rural
6,1997,2,1,1,4,11,NA,NA,other,25,female,high school or less,white,other
1,1986,2,2,3,1,4,NA,NA,democrat,36,female,high school or less,hispanic,urban
6,1989,2,2,1,2,12,2,2,other,33,female,high school or less,white,suburban
6,1990,1,4,5,4,1,NA,NA,other,32,male,some college,other,other
1,1996,2,5,2,1,1,3,2,democrat,26,female,college graduate,black,urban
6,1971,2,2,1,2,1,3,2,other,51,female,high school or less,white,suburban
1,1993,1,3,2,2,1,1,2,democrat,29,male,some college,black,suburban
2,1966,1,2,1,1,2,NA,NA,republican,56,male,high school or less,white,urban
6,1984,2,3,3,4,12,NA,NA,other,38,female,some college,hispanic,other
1,1964,2,1,1,2,1,NA,NA,democrat,58,female,high school or less,white,suburban
3,1997,2,6,1,2,1,3,2,did not vote,25,female,postgraduate,white,suburban
1,2000,1,2,3,1,2,NA,NA,democrat,22,male,high school or less,hispanic,urban
2,1980,1,2,1,1,11,NA,NA,republican,42,male,high school or less,white,urban
2,1985,1,3,1,1,11,3,1,republican,37,male,some college,white,urban
1,1998,2,5,1,1,2,3,2,democrat,24,female,college graduate,white,urban
4,1996,1,3,4,2,12,NA,NA,did not vote,26,male,some college,asian,suburban
6,1990,1,2,1,4,11,NA,NA,other,32,male,high school or less,white,other
6,2002,2,2,1,4,1,2,2,other,20,female,high school or less,white,other
2,1977,1,3,1,4,11,1,2,republican,45,male,some college,white,other
2,1991,1,3,1,2,11,NA,NA,republican,31,male,some college,white,suburban
6,1969,2,2,1,3,11,3,2,other,53,female,high school or less,white,rural
2,1996,2,3,1,2,11,1,2,republican,26,female,some college,white,suburban
1,1991,1,1,2,1,11,3,2,democrat,31,male,high school or less,black,urban
1,1987,1,2,1,1,2,NA,NA,democrat,35,male,high school or less,white,urban
1,1971,1,5,3,1,11,3,2,democrat,51,male,college graduate,hispanic,urban
2,1996,1,6,1,2,1,8,1,republican,26,male,postgraduate,white,suburban
1,1995,2,5,1,2,2,2,2,democrat,27,female,college graduate,white,suburban
6,1992,1,1,3,3,11,NA,NA,other,30,male,high school or less,hispanic,rural
1,1971,2,2,3,1,2,NA,NA,democrat,51,female,high school or less,hispanic,urban
2,2001,1,2,1,3,11,NA,NA,republican,21,male,high school or less,white,rural
3,1999,1,2,1,2,1,NA,NA,did not vote,23,male,high school or less,white,suburban
2,1992,1,2,3,3,1,NA,NA,republican,30,male,high school or less,hispanic,rural
1,1990,2,2,3,4,2,NA,NA,democrat,32,female,high school or less,hispanic,other
1,1959,1,3,6,1,11,3,2,democrat,63,male,some college,other,urban
6,1993,1,2,1,1,11,NA,NA,other,29,male,high school or less,white,urban
1,1967,2,2,1,3,2,3,2,democrat,55,female,high school or less,white,rural
1,2000,2,3,6,1,11,3,2,democrat,22,female,some college,other,urban
1,1961,1,2,2,3,1,3,2,democrat,61,male,high school or less,black,rural
6,1983,1,3,3,1,2,NA,NA,other,39,male,some college,hispanic,urban
2,1968,2,2,1,2,2,1,2,republican,54,female,high school or less,white,suburban
1,1963,1,2,2,1,11,NA,NA,democrat,59,male,high school or less,black,urban
1,1992,1,1,3,1,11,NA,NA,democrat,30,male,high school or less,hispanic,urban
2,1966,1,2,1,1,1,3,2,republican,56,male,high school or less,white,urban
6,1990,2,2,1,2,11,3,2,other,32,female,high school or less,white,suburban
2,1978,1,2,1,4,11,1,1,republican,44,male,high school or less,white,other
1,1998,1,3,3,1,11,NA,NA,democrat,24,male,some college,hispanic,urban
2,1995,2,5,1,4,1,2,1,republican,27,female,college graduate,white,other
1,1967,2,4,2,1,1,3,2,democrat,55,female,some college,black,urban
6,1999,1,2,1,3,11,NA,NA,other,23,male,high school or less,white,rural
1,1945,1,6,2,1,7,3,2,democrat,77,male,postgraduate,black,urban
2,2001,2,3,1,3,11,2,2,republican,21,female,some college,white,rural
6,1996,1,2,4,3,2,NA,NA,other,26,male,high school or less,asian,rural
1,1964,1,4,5,4,11,3,1,democrat,58,male,some college,other,other
2,1993,2,5,1,1,1,3,1,republican,29,female,college graduate,white,urban
2,1985,1,2,1,4,10,NA,NA,republican,37,male,high school or less,white,other
6,1977,1,2,1,2,11,3,2,other,45,male,high school or less,white,suburban
NA,2004,3,2,1,1,9,NA,NA,did not vote,18,non-binary,high school or less,white,urban
1,1992,1,3,5,4,11,NA,NA,democrat,30,male,some college,other,other
6,1994,1,5,1,2,11,NA,NA,other,28,male,college graduate,white,suburban
1,1987,1,2,1,4,1,3,2,democrat,35,male,high school or less,white,other
6,1979,1,3,2,4,11,NA,NA,other,43,male,some college,black,other
1,1996,2,5,4,1,8,3,2,democrat,26,female,college graduate,asian,urban
1,1987,1,3,1,1,1,NA,NA,democrat,35,male,some college,white,urban
2,1958,1,2,1,4,11,NA,NA,republican,64,male,high school or less,white,other
6,1986,1,4,1,4,11,NA,NA,other,36,male,some college,white,other
2,1987,1,1,7,1,11,NA,NA,republican,35,male,high school or less,other,urban
6,1992,1,2,7,5,12,NA,NA,other,30,male,high school or less,other,other
6,2000,1,3,3,3,11,NA,NA,other,22,male,some college,hispanic,rural
6,2000,1,3,1,2,1,NA,NA,other,22,male,some college,white,suburban
1,1995,1,2,1,3,9,NA,NA,democrat,27,male,high school or less,white,rural
6,2000,2,3,2,1,12,2,1,other,22,female,some college,black,urban
6,1984,1,2,1,1,11,3,2,other,38,male,high school or less,white,urban
2,1977,2,2,2,1,11,3,1,republican,45,female,high school or less,black,urban
2,1993,2,3,1,4,1,1,2,republican,29,female,some college,white,other
1,1993,1,3,2,1,1,NA,NA,democrat,29,male,some college,black,urban
1,1959,2,2,1,2,9,NA,NA,democrat,63,female,high school or less,white,suburban
5,1991,1,4,1,3,11,NA,NA,did not vote,31,male,some college,white,rural
1,1967,2,2,2,1,12,8,2,democrat,55,female,high school or less,black,urban
6,1966,2,2,7,4,2,NA,NA,other,56,female,high school or less,other,other
2,1991,1,3,1,3,1,8,2,republican,31,male,some college,white,rural
2,1968,1,3,1,3,3,1,2,republican,54,male,some college,white,rural
6,1971,2,2,1,2,11,3,2,other,51,female,high school or less,white,suburban
1,1997,2,3,2,2,11,3,1,democrat,25,female,some college,black,suburban
1,1964,2,2,2,2,1,3,1,democrat,58,female,high school or less,black,suburban
6,1984,1,2,5,3,1,1,2,other,38,male,high school or less,other,rural
NA,2004,2,1,2,1,9,NA,NA,did not vote,18,female,high school or less,black,urban
2,1973,2,1,1,4,1,3,2,republican,49,female,high school or less,white,other
2,1966,1,2,1,2,5,NA,NA,republican,56,male,high school or less,white,suburban
1,1990,1,2,2,3,1,NA,NA,democrat,32,male,high school or less,black,rural
2,1986,2,2,1,1,11,3,2,republican,36,female,high school or less,white,urban
2,1994,2,5,1,1,2,NA,NA,republican,28,female,college graduate,white,urban
6,1974,2,1,1,2,12,NA,NA,other,48,female,high school or less,white,suburban
6,1964,2,2,2,1,11,3,2,other,58,female,high school or less,black,urban
1,1977,2,2,2,4,11,NA,NA,democrat,45,female,high school or less,black,other
6,1975,2,2,1,2,2,3,1,other,47,female,high school or less,white,suburban
1,1988,2,2,2,2,2,NA,NA,democrat,34,female,high school or less,black,suburban
6,1977,1,2,6,3,12,NA,NA,other,45,male,high school or less,other,rural
1,1973,1,2,2,1,11,3,2,democrat,49,male,high school or less,black,urban
2,1997,1,5,1,1,5,3,2,republican,25,male,college graduate,white,urban
1,1968,2,4,2,1,1,3,1,democrat,54,female,some college,black,urban
NA,2003,1,3,2,3,11,NA,NA,did not vote,19,male,some college,black,rural
1,1960,1,3,2,1,11,3,2,democrat,62,male,some college,black,urban
6,1981,2,3,2,4,1,NA,NA,other,41,female,some college,black,other
1,1982,2,2,2,1,1,NA,NA,democrat,40,female,high school or less,black,urban
6,1991,2,1,2,2,11,NA,NA,other,31,female,high school or less,black,suburban
2,1996,1,2,1,1,11,NA,NA,republican,26,male,high school or less,white,urban
6,2000,2,3,1,1,11,3,2,other,22,female,some college,white,urban
2,1971,1,2,1,2,2,NA,NA,republican,51,male,high school or less,white,suburban
1,1964,2,2,1,3,11,3,2,democrat,58,female,high school or less,white,rural
6,1974,1,3,1,1,11,1,2,other,48,male,some college,white,urban
2,1998,2,5,1,2,6,NA,NA,republican,24,female,college graduate,white,suburban
1,2000,1,5,4,2,8,3,2,democrat,22,male,college graduate,asian,suburban
NA,2003,2,2,5,4,1,NA,NA,did not vote,19,female,high school or less,other,other
2,2000,1,5,1,2,2,1,1,republican,22,male,college graduate,white,suburban
2,1980,2,2,1,2,2,2,2,republican,42,female,high school or less,white,suburban
2,1994,2,2,1,2,10,2,2,republican,28,female,high school or less,white,suburban
2,2000,2,2,1,4,11,3,1,republican,22,female,high school or less,white,other
3,2000,1,2,1,2,1,NA,NA,did not vote,22,male,high school or less,white,suburban
6,1988,1,2,2,2,11,3,2,other,34,male,high school or less,black,suburban
6,1986,2,1,3,1,9,NA,NA,other,36,female,high school or less,hispanic,urban
2,2000,1,2,4,1,12,NA,NA,republican,22,male,high school or less,asian,urban
1,2001,1,3,1,1,11,NA,NA,democrat,21,male,some college,white,urban
6,1978,2,2,3,2,2,NA,NA,other,44,female,high school or less,hispanic,suburban
NA,2003,2,3,1,4,1,3,1,did not vote,19,female,some college,white,other
1,2001,2,3,1,4,11,3,1,democrat,21,female,some college,white,other
2,1999,1,3,1,1,5,NA,NA,republican,23,male,some college,white,urban
6,2001,1,2,3,2,11,NA,NA,other,21,male,high school or less,hispanic,suburban
2,1993,1,5,1,2,1,NA,NA,republican,29,male,college graduate,white,suburban
1,1999,2,5,1,1,5,NA,NA,democrat,23,female,college graduate,white,urban
2,1968,2,2,1,1,1,1,2,republican,54,female,high school or less,white,urban
6,1993,2,6,1,2,2,3,1,other,29,female,postgraduate,white,suburban
2,1969,1,2,1,4,1,3,2,republican,53,male,high school or less,white,other
2,1964,1,4,1,4,1,1,1,republican,58,male,some college,white,other
2,1990,1,2,1,4,1,NA,NA,republican,32,male,high school or less,white,other
2,2002,1,2,1,2,11,NA,NA,republican,20,male,high school or less,white,suburban
2,1989,1,3,1,2,1,NA,NA,republican,33,male,some college,white,suburban
6,1992,1,1,1,1,11,1,2,other,30,male,high school or less,white,urban
2,1970,2,2,1,4,10,8,2,republican,52,female,high school or less,white,other
5,2001,1,3,1,2,1,3,2,did not vote,21,male,some college,white,suburban
2,1990,1,1,2,1,3,3,2,republican,32,male,high school or less,black,urban
1,1998,2,5,1,2,11,3,1,democrat,24,female,college graduate,white,suburban
